loan_amnt,term,sub_grade,home_ownership,verification_status,purpose_group,delinq_2yrs_flag,inq_last_6mths_bin,total_acc_bin,emp_status_unverifiable,bin_annual_inc,bin_int_ratec,bin_dti,bin_revol_util
7350, 36 months,A2,MORTGAGE,Source Verified,Debt Management,0.0,0-1,16-20,0,80K-120K,<8%,<5,20-40%
22000, 36 months,A4,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,1,>120K,<8%,5-10,40-60%
9000, 36 months,B2,MORTGAGE,Not Verified,Vehicle & Major Purchases,0.0,0,26-35,0,40K-80K,8-12%,15-20,<20%
32000, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,>120K,8-12%,5-10,40-60%
17000, 60 months,E2,RENT,Verified,Debt Management,0.0,2+,26-35,0,40K-80K,15-21%,15-20,<20%
15400, 60 months,E1,MORTGAGE,Verified,Debt Management,0.0,2+,26-35,0,40K-80K,15-21%,10-15,40-60%
7750, 60 months,F3,RENT,Verified,Debt Management,1.0,2+,20-26,0,40K-80K,21-24%,5-10,40-60%
10500, 36 months,D1,RENT,Source Verified,Debt Management,0.0,0-1,0-10,0,18K-40K,15-21%,10-15,40-60%
12000, 36 months,A4,RENT,Source Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,<8%,<5,<20%
24000, 36 months,B5,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,30-35,80-100%
35000, 36 months,A5,RENT,Source Verified,Debt Management,0.0,0,35+,0,80K-120K,8-12%,20-25,20-40%
15000, 36 months,C4,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,30-35,80-100%
19125, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,0,26-35,1,40K-80K,8-12%,25-30,80-100%
20000, 36 months,E2,RENT,Source Verified,Debt Management,0.0,0-1,10-16,0,>120K,15-21%,5-10,40-60%
20000, 36 months,C1,MORTGAGE,Source Verified,Debt Management,0.0,2+,10-16,0,80K-120K,12-15%,<5,<20%
1800, 36 months,A2,OWN,Not Verified,Home & Property,0.0,0,0-10,0,<18K,<8%,5-10,<20%
5000, 36 months,A4,MORTGAGE,Not Verified,Debt Management,0.0,1-2,35+,0,>120K,<8%,20-25,60-80%
12000, 36 months,B3,RENT,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,12-15%,20-25,80-100%
6800, 36 months,B4,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,18K-40K,12-15%,25-30,40-60%
7500, 36 months,A1,MORTGAGE,Not Verified,Debt Management,0.0,0,0-10,0,80K-120K,<8%,10-15,40-60%
4300, 36 months,C1,RENT,Source Verified,Debt Management,0.0,0,20-26,1,40K-80K,12-15%,10-15,40-60%
6075, 36 months,B4,RENT,Verified,Debt Management,0.0,1-2,16-20,0,40K-80K,12-15%,15-20,40-60%
10800, 60 months,F4,OWN,Verified,Debt Management,1.0,0-1,20-26,0,18K-40K,>24%,15-20,80-100%
9000, 36 months,C1,RENT,Not Verified,Debt Management,0.0,0-1,16-20,0,40K-80K,12-15%,25-30,60-80%
4950, 36 months,F1,RENT,Source Verified,Debt Management,0.0,0-1,0-10,0,40K-80K,21-24%,<5,60-80%
8500, 36 months,B1,RENT,Not Verified,Debt Management,0.0,0,10-16,0,18K-40K,8-12%,10-15,40-60%
5600, 36 months,A2,MORTGAGE,Source Verified,Vehicle & Major Purchases,0.0,0-1,35+,0,40K-80K,<8%,15-20,20-40%
8000, 36 months,B5,MORTGAGE,Source Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,10-15,40-60%
16000, 60 months,C4,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,40K-80K,15-21%,5-10,20-40%
28000, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,1-2,35+,0,80K-120K,8-12%,15-20,20-40%
12000, 36 months,B2,MORTGAGE,Verified,Debt Management,0.0,0-1,10-16,1,40K-80K,8-12%,20-25,40-60%
2400, 36 months,C1,RENT,Not Verified,Personal Expenses,0.0,0,10-16,0,40K-80K,12-15%,15-20,60-80%
30000, 36 months,C2,MORTGAGE,Verified,Debt Management,0.0,0,35+,0,40K-80K,15-21%,15-20,60-80%
8500, 36 months,B1,OWN,Source Verified,Debt Management,0.0,0,0-10,0,40K-80K,8-12%,5-10,40-60%
10000, 36 months,C3,RENT,Not Verified,Debt Management,1.0,0,26-35,0,40K-80K,15-21%,20-25,60-80%
10000, 60 months,B3,RENT,Source Verified,Debt Management,0.0,0,20-26,0,80K-120K,8-12%,15-20,40-60%
21000, 60 months,F2,MORTGAGE,Verified,Debt Management,0.0,1-2,16-20,0,40K-80K,>24%,10-15,40-60%
2400, 36 months,B5,UNSPECIFIED,Verified,Vehicle & Major Purchases,0.0,0,0-10,0,18K-40K,12-15%,5-10,20-40%
7500, 36 months,B2,MORTGAGE,Source Verified,Debt Management,1.0,0,16-20,0,40K-80K,8-12%,10-15,20-40%
10000, 36 months,B5,RENT,Not Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,12-15%,25-30,20-40%
10000, 60 months,E2,RENT,Source Verified,Home & Property,1.0,0,10-16,0,40K-80K,15-21%,20-25,20-40%
30000, 36 months,C3,RENT,Verified,Debt Management,0.0,1-2,26-35,0,80K-120K,15-21%,10-15,60-80%
10000, 36 months,B1,MORTGAGE,Verified,Business & Education,0.0,1-2,26-35,0,80K-120K,8-12%,5-10,40-60%
15775, 36 months,C2,RENT,Source Verified,Debt Management,0.0,0,26-35,0,18K-40K,12-15%,30-35,40-60%
9600, 36 months,B2,RENT,Source Verified,Debt Management,0.0,0,20-26,0,80K-120K,8-12%,10-15,60-80%
20500, 60 months,B1,MORTGAGE,Verified,Debt Management,0.0,0,16-20,0,40K-80K,8-12%,20-25,20-40%
35000, 36 months,C2,RENT,Verified,Vehicle & Major Purchases,0.0,2+,10-16,0,80K-120K,12-15%,5-10,<20%
2000, 36 months,A3,OWN,Not Verified,Vehicle & Major Purchases,0.0,0,16-20,0,40K-80K,<8%,15-20,20-40%
7200, 36 months,B1,RENT,Not Verified,Debt Management,0.0,0,26-35,0,80K-120K,8-12%,5-10,60-80%
2500, 36 months,C1,OWN,Not Verified,Personal Expenses,0.0,1-2,0-10,0,40K-80K,12-15%,<5,20-40%
3600, 36 months,B2,MORTGAGE,Source Verified,Home & Property,0.0,2+,35+,1,40K-80K,8-12%,20-25,<20%
20550, 60 months,E1,RENT,Verified,Debt Management,0.0,0,26-35,0,40K-80K,15-21%,15-20,60-80%
11000, 36 months,C3,RENT,Source Verified,Debt Management,0.0,0,10-16,0,40K-80K,15-21%,20-25,80-100%
2800, 60 months,B3,RENT,Verified,Vehicle & Major Purchases,1.0,0,20-26,0,40K-80K,12-15%,30-35,20-40%
12000, 36 months,B5,MORTGAGE,Not Verified,Debt Management,0.0,1-2,26-35,0,40K-80K,12-15%,30-35,40-60%
12250, 36 months,B1,RENT,Not Verified,Home & Property,0.0,1-2,20-26,0,40K-80K,8-12%,10-15,<20%
15000, 36 months,A5,MORTGAGE,Not Verified,Debt Management,1.0,0,26-35,0,40K-80K,8-12%,10-15,40-60%
4500, 36 months,A3,MORTGAGE,Not Verified,Home & Property,0.0,0,26-35,0,80K-120K,<8%,<5,<20%
16000, 36 months,B5,RENT,Verified,Debt Management,0.0,0,20-26,0,40K-80K,12-15%,15-20,40-60%
31900, 36 months,C2,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,0,80K-120K,12-15%,15-20,40-60%
15000, 36 months,B3,MORTGAGE,Not Verified,Debt Management,0.0,0-1,10-16,0,40K-80K,8-12%,5-10,80-100%
6000, 36 months,A5,RENT,Not Verified,Debt Management,1.0,0,26-35,0,18K-40K,8-12%,20-25,<20%
12000, 36 months,B3,MORTGAGE,Verified,Debt Management,0.0,0,20-26,0,18K-40K,12-15%,10-15,60-80%
8000, 36 months,B3,MORTGAGE,Source Verified,Debt Management,1.0,0-1,16-20,0,18K-40K,8-12%,10-15,40-60%
24250, 60 months,F3,RENT,Verified,Debt Management,0.0,0,26-35,0,40K-80K,21-24%,25-30,80-100%
2200, 36 months,G5,UNSPECIFIED,Verified,Business & Education,0.0,2+,20-26,0,18K-40K,15-21%,20-25,60-80%
12000, 60 months,C4,MORTGAGE,Source Verified,Debt Management,0.0,1-2,0-10,0,40K-80K,15-21%,5-10,20-40%
16000, 36 months,C1,RENT,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,12-15%,10-15,80-100%
21250, 36 months,C4,RENT,Verified,Business & Education,0.0,0,35+,0,40K-80K,15-21%,30-35,40-60%
29000, 36 months,D2,MORTGAGE,Verified,Debt Management,0.0,2+,26-35,0,40K-80K,15-21%,25-30,60-80%
15500, 36 months,B4,RENT,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,12-15%,20-25,60-80%
8000, 36 months,B3,MORTGAGE,Not Verified,Debt Management,0.0,0,26-35,0,40K-80K,12-15%,20-25,60-80%
22750, 60 months,C5,MORTGAGE,Verified,Debt Management,1.0,0,10-16,0,40K-80K,15-21%,5-10,40-60%
5000, 36 months,C4,RENT,Not Verified,Debt Management,1.0,0,16-20,0,40K-80K,12-15%,20-25,20-40%
6000, 36 months,C1,MORTGAGE,Source Verified,Debt Management,0.0,0-1,0-10,0,18K-40K,12-15%,10-15,60-80%
7200, 36 months,A1,MORTGAGE,Not Verified,Personal Expenses,0.0,0-1,10-16,0,40K-80K,<8%,<5,20-40%
7200, 36 months,C3,RENT,Source Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,12-15%,15-20,60-80%
12000, 60 months,D4,RENT,Not Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,15-21%,10-15,40-60%
5150, 36 months,D5,MORTGAGE,Not Verified,Personal Expenses,0.0,0,20-26,0,80K-120K,15-21%,15-20,60-80%
19200, 60 months,E1,RENT,Source Verified,Debt Management,0.0,0,35+,0,80K-120K,15-21%,25-30,80-100%
28000, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,0,26-35,0,80K-120K,8-12%,<5,40-60%
9325, 36 months,C5,MORTGAGE,Source Verified,Debt Management,1.0,0,10-16,0,40K-80K,12-15%,15-20,40-60%
28000, 36 months,B2,RENT,Verified,Debt Management,0.0,1-2,35+,0,80K-120K,8-12%,20-25,40-60%
20000, 36 months,B2,MORTGAGE,Source Verified,Debt Management,0.0,0-1,35+,0,>120K,8-12%,15-20,40-60%
2200, 36 months,D3,MORTGAGE,Verified,Personal Expenses,1.0,0-1,35+,0,>120K,15-21%,15-20,60-80%
35000, 36 months,E3,MORTGAGE,Verified,Debt Management,0.0,2+,26-35,0,>120K,15-21%,5-10,20-40%
15000, 36 months,B5,RENT,Not Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,12-15%,15-20,40-60%
12800, 36 months,D4,RENT,Not Verified,Debt Management,1.0,1-2,26-35,0,40K-80K,15-21%,15-20,60-80%
3000, 36 months,A3,RENT,Not Verified,Debt Management,0.0,0,10-16,0,40K-80K,<8%,20-25,60-80%
16000, 36 months,B5,MORTGAGE,Not Verified,Debt Management,0.0,0,10-16,0,18K-40K,12-15%,20-25,60-80%
25000, 60 months,E2,MORTGAGE,Verified,Business & Education,0.0,0,35+,0,>120K,21-24%,<5,<20%
24000, 60 months,C4,RENT,Verified,Debt Management,0.0,0,20-26,0,40K-80K,15-21%,25-30,40-60%
18000, 36 months,B4,OWN,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,8-12%,25-30,60-80%
35000, 60 months,E4,MORTGAGE,Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,21-24%,10-15,60-80%
12000, 60 months,E4,RENT,Verified,Debt Management,0.0,0,16-20,0,40K-80K,21-24%,30-35,80-100%
7200, 36 months,C1,MORTGAGE,Source Verified,Debt Management,0.0,0-1,16-20,0,80K-120K,12-15%,10-15,80-100%
10400, 36 months,C3,MORTGAGE,Source Verified,Debt Management,1.0,0,10-16,0,80K-120K,12-15%,5-10,20-40%
14500, 36 months,B5,MORTGAGE,Not Verified,Debt Management,0.0,1-2,16-20,0,80K-120K,12-15%,20-25,80-100%
1200, 36 months,B3,RENT,Source Verified,Debt Management,0.0,0,0-10,0,40K-80K,8-12%,10-15,80-100%
10000, 36 months,E5,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,0,80K-120K,21-24%,10-15,60-80%
5000, 36 months,D2,MORTGAGE,Verified,Personal Expenses,0.0,2+,20-26,0,18K-40K,15-21%,5-10,20-40%
13100, 60 months,C5,MORTGAGE,Source Verified,Debt Management,0.0,2+,20-26,0,40K-80K,15-21%,15-20,40-60%
16000, 60 months,C5,MORTGAGE,Source Verified,Debt Management,1.0,0,10-16,0,40K-80K,15-21%,15-20,80-100%
4275, 36 months,C2,MORTGAGE,Verified,Debt Management,0.0,2+,35+,0,18K-40K,15-21%,20-25,40-60%
21000, 36 months,A2,MORTGAGE,Verified,Debt Management,0.0,0,26-35,0,80K-120K,<8%,5-10,20-40%
32600, 36 months,C1,MORTGAGE,Source Verified,Debt Management,0.0,0,35+,0,>120K,12-15%,15-20,40-60%
3000, 36 months,A3,MORTGAGE,Verified,Personal Expenses,0.0,0,20-26,0,40K-80K,<8%,30-35,40-60%
15000, 36 months,C2,RENT,Source Verified,Debt Management,0.0,0,0-10,0,18K-40K,12-15%,10-15,40-60%
8000, 36 months,D3,OWN,Verified,Personal Expenses,0.0,1-2,35+,0,>120K,15-21%,10-15,60-80%
12000, 36 months,C2,RENT,Source Verified,Debt Management,0.0,0,0-10,0,40K-80K,15-21%,20-25,80-100%
26400, 60 months,D2,MORTGAGE,Source Verified,Debt Management,0.0,2+,20-26,0,80K-120K,15-21%,10-15,60-80%
35000, 36 months,A5,MORTGAGE,Source Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,8-12%,25-30,<20%
4800, 36 months,E2,RENT,Not Verified,Vehicle & Major Purchases,0.0,0-1,26-35,0,18K-40K,21-24%,15-20,20-40%
4000, 36 months,D1,RENT,Source Verified,Debt Management,1.0,0,35+,0,40K-80K,15-21%,<5,40-60%
15850, 36 months,B1,RENT,Verified,Debt Management,0.0,0,26-35,0,>120K,8-12%,10-15,80-100%
10400, 36 months,B2,RENT,Not Verified,Debt Management,0.0,0-1,16-20,0,18K-40K,8-12%,25-30,40-60%
8000, 36 months,B1,MORTGAGE,Not Verified,Home & Property,1.0,0,35+,0,80K-120K,8-12%,10-15,60-80%
8400, 36 months,B1,RENT,Not Verified,Debt Management,0.0,0-1,16-20,0,18K-40K,8-12%,20-25,20-40%
7300, 36 months,A1,MORTGAGE,Verified,Vehicle & Major Purchases,0.0,0,20-26,0,>120K,<8%,<5,20-40%
9175, 36 months,D1,MORTGAGE,Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,15-21%,25-30,80-100%
1925, 36 months,B1,OWN,Not Verified,Personal Expenses,0.0,1-2,10-16,0,40K-80K,8-12%,<5,20-40%
26375, 36 months,C5,RENT,Source Verified,Debt Management,0.0,0-1,16-20,0,40K-80K,15-21%,15-20,80-100%
3000, 36 months,A5,MORTGAGE,Verified,Personal Expenses,0.0,0,35+,0,>120K,8-12%,20-25,60-80%
12000, 36 months,B5,RENT,Source Verified,Debt Management,1.0,0,26-35,0,40K-80K,12-15%,10-15,60-80%
20400, 36 months,B3,RENT,Verified,Debt Management,0.0,0,26-35,0,40K-80K,12-15%,20-25,40-60%
15000, 36 months,A4,MORTGAGE,Source Verified,Debt Management,0.0,2+,26-35,0,40K-80K,<8%,<5,<20%
18000, 60 months,E3,MORTGAGE,Verified,Debt Management,1.0,0-1,35+,0,>120K,21-24%,15-20,80-100%
24000, 60 months,C5,OWN,Verified,Debt Management,0.0,0,26-35,0,80K-120K,15-21%,15-20,20-40%
28000, 36 months,A3,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,>120K,<8%,<5,40-60%
24000, 60 months,E4,RENT,Verified,Debt Management,1.0,0,20-26,0,40K-80K,21-24%,20-25,80-100%
24000, 60 months,B4,RENT,Verified,Debt Management,0.0,0,10-16,0,>120K,12-15%,10-15,80-100%
14000, 36 months,C1,RENT,Not Verified,Debt Management,0.0,1-2,20-26,0,40K-80K,12-15%,25-30,20-40%
27450, 60 months,C3,RENT,Source Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,>35,40-60%
4800, 36 months,B5,RENT,Not Verified,Debt Management,0.0,1-2,20-26,0,40K-80K,12-15%,25-30,40-60%
21000, 60 months,C2,MORTGAGE,Source Verified,Debt Management,0.0,0,35+,1,80K-120K,12-15%,10-15,40-60%
10000, 36 months,C3,RENT,Source Verified,Debt Management,0.0,2+,20-26,0,40K-80K,15-21%,10-15,80-100%
8500, 36 months,C1,MORTGAGE,Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,12-15%,15-20,<20%
5975, 36 months,D2,RENT,Not Verified,Personal Expenses,0.0,1-2,16-20,0,40K-80K,12-15%,15-20,80-100%
13300, 60 months,G2,RENT,Source Verified,Debt Management,0.0,1-2,10-16,0,18K-40K,>24%,10-15,60-80%
10375, 36 months,A2,MORTGAGE,Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,<8%,15-20,20-40%
5000, 36 months,A3,RENT,Not Verified,Business & Education,0.0,0,10-16,0,18K-40K,<8%,15-20,<20%
7500, 36 months,C2,RENT,Verified,Debt Management,0.0,1-2,16-20,0,18K-40K,8-12%,10-15,60-80%
5000, 36 months,D4,MORTGAGE,Source Verified,Home & Property,1.0,2+,35+,0,40K-80K,15-21%,20-25,80-100%
4500, 36 months,C2,RENT,Not Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,12-15%,10-15,20-40%
35000, 60 months,E2,RENT,Verified,Debt Management,0.0,0-1,35+,0,80K-120K,15-21%,10-15,40-60%
6500, 36 months,E4,RENT,Source Verified,Home & Property,1.0,0,0-10,0,80K-120K,21-24%,<5,<20%
2500, 36 months,B4,RENT,Source Verified,Vehicle & Major Purchases,0.0,0,16-20,0,40K-80K,8-12%,5-10,60-80%
14125, 36 months,C1,RENT,Not Verified,Debt Management,0.0,0-1,0-10,0,18K-40K,12-15%,15-20,60-80%
3700, 36 months,B3,RENT,Not Verified,Personal Expenses,1.0,0-1,20-26,0,80K-120K,8-12%,15-20,20-40%
3000, 36 months,B4,OWN,Not Verified,Debt Management,0.0,0-1,20-26,0,18K-40K,8-12%,15-20,20-40%
15000, 36 months,B2,MORTGAGE,Not Verified,Debt Management,1.0,0,10-16,0,80K-120K,8-12%,10-15,20-40%
8000, 36 months,A5,MORTGAGE,Source Verified,Debt Management,0.0,0-1,16-20,0,80K-120K,8-12%,5-10,<20%
17050, 36 months,C1,MORTGAGE,Verified,Debt Management,1.0,0-1,20-26,0,18K-40K,12-15%,10-15,40-60%
3500, 36 months,B5,MORTGAGE,Not Verified,Home & Property,0.0,0-1,26-35,0,40K-80K,12-15%,10-15,60-80%
17000, 36 months,C1,OWN,Not Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,20-25,60-80%
32000, 60 months,D4,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,80K-120K,15-21%,20-25,40-60%
15750, 36 months,E2,MORTGAGE,Verified,Debt Management,1.0,0-1,26-35,0,18K-40K,15-21%,>35,40-60%
3000, 36 months,B2,RENT,Not Verified,Debt Management,1.0,0-1,20-26,0,40K-80K,8-12%,30-35,<20%
7500, 36 months,C2,RENT,Source Verified,Debt Management,0.0,0,0-10,0,40K-80K,12-15%,<5,80-100%
19200, 36 months,E3,RENT,Not Verified,Debt Management,0.0,0-1,20-26,0,80K-120K,21-24%,5-10,80-100%
4000, 36 months,E1,RENT,Source Verified,Debt Management,0.0,1-2,16-20,1,18K-40K,15-21%,5-10,20-40%
13300, 36 months,G2,MORTGAGE,Verified,Debt Management,1.0,1-2,16-20,0,40K-80K,>24%,20-25,80-100%
20000, 36 months,C5,OWN,Not Verified,Debt Management,0.0,0-1,35+,0,80K-120K,12-15%,15-20,80-100%
6625, 36 months,B5,RENT,Source Verified,Debt Management,0.0,0-1,20-26,0,18K-40K,12-15%,30-35,80-100%
22250, 36 months,B3,MORTGAGE,Verified,Debt Management,0.0,0,10-16,0,40K-80K,12-15%,10-15,40-60%
26000, 36 months,B1,MORTGAGE,Verified,Debt Management,0.0,0,10-16,0,40K-80K,8-12%,5-10,80-100%
10400, 36 months,B5,MORTGAGE,Not Verified,Debt Management,0.0,0,26-35,0,80K-120K,12-15%,<5,20-40%
24000, 36 months,A5,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,>120K,8-12%,15-20,40-60%
2150, 36 months,B5,MORTGAGE,Not Verified,Debt Management,0.0,0,20-26,0,40K-80K,12-15%,10-15,80-100%
6300, 36 months,A2,MORTGAGE,Not Verified,Debt Management,0.0,0-1,20-26,0,80K-120K,<8%,5-10,<20%
12000, 60 months,D4,RENT,Source Verified,Debt Management,0.0,0-1,10-16,0,40K-80K,15-21%,15-20,40-60%
14400, 36 months,A1,MORTGAGE,Not Verified,Debt Management,0.0,0,35+,0,80K-120K,<8%,5-10,20-40%
13000, 36 months,B1,RENT,Verified,Debt Management,0.0,0,20-26,0,40K-80K,8-12%,25-30,20-40%
1600, 36 months,B2,RENT,Verified,Debt Management,0.0,0,26-35,0,18K-40K,8-12%,15-20,20-40%
20000, 36 months,A5,MORTGAGE,Verified,Debt Management,0.0,0-1,26-35,0,40K-80K,8-12%,10-15,40-60%
12000, 36 months,C4,MORTGAGE,Not Verified,Debt Management,1.0,1-2,20-26,0,80K-120K,15-21%,10-15,80-100%
35000, 60 months,B5,MORTGAGE,Verified,Personal Expenses,0.0,2+,35+,0,40K-80K,12-15%,5-10,<20%
22000, 60 months,E2,MORTGAGE,Verified,Debt Management,0.0,0,20-26,0,40K-80K,15-21%,15-20,80-100%
10000, 36 months,D1,MORTGAGE,Not Verified,Personal Expenses,0.0,0-1,26-35,0,40K-80K,15-21%,5-10,60-80%
14750, 36 months,C4,MORTGAGE,Source Verified,Debt Management,0.0,0,35+,0,80K-120K,12-15%,15-20,<20%
4000, 36 months,A2,MORTGAGE,Source Verified,Debt Management,1.0,2+,10-16,0,40K-80K,<8%,10-15,<20%
7750, 36 months,C2,MORTGAGE,Verified,Personal Expenses,0.0,0,26-35,0,40K-80K,15-21%,15-20,20-40%
20000, 36 months,C1,RENT,Verified,Debt Management,0.0,2+,26-35,0,>120K,12-15%,10-15,40-60%
10000, 36 months,A5,MORTGAGE,Not Verified,Debt Management,0.0,0-1,35+,0,18K-40K,8-12%,15-20,<20%
10000, 36 months,D1,MORTGAGE,Not Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,15-21%,30-35,60-80%
17475, 36 months,B2,MORTGAGE,Verified,Vehicle & Major Purchases,0.0,0-1,20-26,0,40K-80K,8-12%,<5,<20%
3000, 36 months,B3,RENT,Source Verified,Debt Management,0.0,0-1,26-35,0,80K-120K,8-12%,10-15,20-40%
8000, 36 months,D1,RENT,Verified,Debt Management,0.0,1-2,0-10,0,18K-40K,15-21%,<5,20-40%
9600, 36 months,D5,RENT,Not Verified,Home & Property,0.0,1-2,26-35,0,40K-80K,15-21%,25-30,40-60%
15000, 36 months,D3,RENT,Source Verified,Debt Management,0.0,0-1,16-20,0,40K-80K,15-21%,15-20,80-100%
15850, 36 months,C2,MORTGAGE,Verified,Debt Management,0.0,2+,10-16,0,40K-80K,12-15%,20-25,40-60%
18000, 36 months,B2,MORTGAGE,Not Verified,Debt Management,0.0,0,26-35,0,80K-120K,8-12%,25-30,80-100%
29700, 60 months,E4,MORTGAGE,Verified,Debt Management,1.0,0,35+,1,40K-80K,15-21%,20-25,40-60%
10000, 36 months,B2,MORTGAGE,Not Verified,Debt Management,0.0,0,16-20,0,40K-80K,8-12%,15-20,60-80%
25000, 36 months,D3,MORTGAGE,Not Verified,Personal Expenses,0.0,2+,35+,0,>120K,12-15%,15-20,60-80%
15000, 36 months,C2,RENT,Verified,Debt Management,0.0,0-1,16-20,1,40K-80K,12-15%,15-20,60-80%
21000, 36 months,A4,MORTGAGE,Source Verified,Debt Management,0.0,0,26-35,0,>120K,<8%,5-10,60-80%
2150, 36 months,B4,RENT,Not Verified,Debt Management,0.0,0-1,10-16,0,40K-80K,12-15%,5-10,60-80%
10000, 36 months,A4,MORTGAGE,Not Verified,Personal Expenses,0.0,1-2,35+,0,80K-120K,8-12%,5-10,<20%
3000, 36 months,B5,OWN,Not Verified,Home & Property,1.0,0-1,20-26,0,40K-80K,12-15%,10-15,<20%
7000, 36 months,A1,MORTGAGE,Not Verified,Home & Property,0.0,0,20-26,0,80K-120K,<8%,10-15,<20%
32350, 60 months,E1,MORTGAGE,Verified,Debt Management,0.0,0,20-26,0,80K-120K,15-21%,30-35,60-80%
16000, 36 months,A5,MORTGAGE,Not Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,8-12%,20-25,60-80%
10800, 36 months,D1,MORTGAGE,Verified,Debt Management,1.0,0-1,35+,0,40K-80K,15-21%,20-25,80-100%
13475, 36 months,C5,MORTGAGE,Verified,Home & Property,0.0,2+,10-16,0,40K-80K,15-21%,5-10,40-60%
19000, 60 months,B4,OWN,Not Verified,Debt Management,0.0,0-1,35+,0,>120K,8-12%,5-10,20-40%
7000, 36 months,A2,MORTGAGE,Not Verified,Vehicle & Major Purchases,1.0,0,35+,0,80K-120K,<8%,5-10,<20%
28000, 60 months,C2,MORTGAGE,Source Verified,Debt Management,0.0,0,35+,0,40K-80K,12-15%,>35,<20%
12800, 36 months,D5,RENT,Not Verified,Debt Management,0.0,0-1,16-20,0,40K-80K,15-21%,15-20,40-60%
10800, 36 months,B1,MORTGAGE,Source Verified,Debt Management,0.0,0-1,20-26,0,>120K,8-12%,5-10,40-60%
7000, 36 months,B4,RENT,Not Verified,Debt Management,1.0,0-1,35+,0,40K-80K,12-15%,25-30,40-60%
10000, 60 months,B5,MORTGAGE,Source Verified,Debt Management,0.0,0,0-10,0,40K-80K,12-15%,15-20,80-100%
21600, 36 months,C1,MORTGAGE,Source Verified,Debt Management,0.0,1-2,16-20,0,80K-120K,12-15%,15-20,80-100%
10000, 36 months,B4,MORTGAGE,Verified,Home & Property,0.0,0,26-35,0,80K-120K,12-15%,10-15,20-40%
3500, 36 months,D3,RENT,Not Verified,Debt Management,0.0,0,10-16,0,40K-80K,12-15%,20-25,80-100%
9900, 36 months,B1,OWN,Source Verified,Debt Management,1.0,0,20-26,0,40K-80K,8-12%,10-15,40-60%
5000, 36 months,C1,RENT,Not Verified,Personal Expenses,0.0,2+,10-16,0,18K-40K,12-15%,15-20,80-100%
6475, 36 months,B3,RENT,Source Verified,Debt Management,0.0,0,10-16,0,40K-80K,12-15%,5-10,60-80%
14100, 36 months,B4,RENT,Not Verified,Debt Management,0.0,0-1,20-26,0,40K-80K,12-15%,20-25,20-40%
21600, 60 months,B2,MORTGAGE,Verified,Debt Management,0.0,0-1,35+,0,40K-80K,8-12%,25-30,40-60%
16000, 60 months,E2,RENT,Source Verified,Debt Management,0.0,0-1,35+,0,40K-80K,15-21%,30-35,40-60%
25000, 36 months,A3,MORTGAGE,Not Verified,Debt Management,0.0,2+,20-26,0,40K-80K,<8%,5-10,<20%
12000, 36 months,B4,RENT,Not Verified,Debt Management,1.0,0,16-20,0,40K-80K,12-15%,5-10,20-40%
10000, 36 months,C5,RENT,Not Verified,Debt Management,0.0,0,0-10,0,18K-40K,12-15%,10-15,40-60%
24000, 60 months,B3,MORTGAGE,Source Verified,Home & Property,1.0,0-1,35+,0,>120K,8-12%,15-20,<20%
20000, 60 months,D1,MORTGAGE,Source Verified,Debt Management,0.0,0-1,35+,0,40K-80K,15-21%,20-25,20-40%
10000, 60 months,F5,MORTGAGE,Source Verified,Personal Expenses,0.0,0-1,10-16,0,80K-120K,21-24%,15-20,60-80%
